1,1,1,1,6,9,0.49266744827528897,0,0,0
1,1,1,2,9,9,0.4747338160848861,70,0,0
1,1,1,3,3,9,0.4459007370293713,77,0,0
1,1,1,4,6,9,0.4304517387525888,0,0,0
1,1,1,5,6,9,0.44582250330959006,0,0,0
1,1,1,6,14,9,0.4625303636036219,0,0,0
1,1,1,7,10,14,0.40564725428147186,0,0,0
1,1,1,8,12,10,0.4813595269969442,0,0,0
1,1,1,9,11,10,0.4462360843924976,0,0,0
1,1,1,10,10,11,0.4438367565620951,0,0,0
1,1,1,11,14,13,0.4789740959576797,49,0,0
1,1,2,12,14,13,0.40671899978367065,35,0,0
1,1,2,13,14,9,0.4848281578718242,0,0,0
1,1,2,14,4,9,0.41896806367892137,28,0,0
1,1,2,15,10,15,0.4725794895062285,76,0,0
1,1,2,16,8,9,0.4647765819395613,0,0,0
1,1,2,17,6,9,0.49627141617268145,0,0,0
1,1,2,18,7,9,0.4564554141206223,0,0,0
1,1,2,19,13,14,0.49658689693765434,0,0,0
1,1,2,20,11,15,0.4812566647232577,38,0,0
1,1,2,21,9,9,0.4329804218571788,0,0,0
1,1,2,22,6,9,0.44239077758409484,0,0,0
1,2,3,23,14,10,0.46688699129641054,56,0,0
1,2,3,24,8,9,0.47953465385965055,0,0,0
1,2,3,25,5,9,0.49364036469572237,72,0,0
1,2,3,26,14,10,0.4644916371751959,72,0,0
1,2,3,27,3,9,0.4176398380804207,0,0,0
1,2,3,28,10,12,0.4962868841938711,0,0,0
1,2,3,29,10,11,0.4963770324307316,0,0,0
1,2,3,30,12,11,0.013375545252253374,80,0,0
1,2,3,31,4,9,0.11052180912379961,10,0,0
1,2,3,32,14,12,0.025676909388708036,0,0,0
1,2,3,33,12,9,0.0708886309922494,0,0,0
1,2,4,34,13,15,0.0966620256132118,0,0,0
1,2,4,35,9,10,0.11250177723704002,0,0,0
1,2,4,36,14,11,0.19487346418174645,0,0,0
1,2,4,37,7,9,0.176011105217326,0,0,0
1,2,4,38,11,14,0.03626000946345642,0,0,0
1,2,4,39,6,9,0.19819013545867836,0,0,0
1,2,4,40,4,9,0.1841934541197664,81,0,0
1,2,4,41,15,11,0.16655746938380078,0,0,0
1,2,4,42,11,12,0.04506709437306089,0,0,0
1,2,4,43,4,9,0.0694463345735763,0,0,0
1,2,4,44,10,14,0.19084330261351856,0,0,0
2,3,5,45,12,13,0.09525200415765211,0,0,0
2,3,5,46,4,9,0.16375632221764058,0,0,0
2,3,5,47,14,13,0.19486841462935156,73,0,0
2,3,5,48,13,9,0.1374771655166156,0,0,0
2,3,5,49,3,9,0.04216778361119944,48,0,0
2,3,5,50,11,11,0.0812981125991673,0,0,0
2,3,5,51,7,9,0.12090863507281913,0,0,0
2,3,5,52,7,9,0.1102634663318085,73,0,0
2,3,5,53,11,13,0.1757976892390214,0,0,0
2,3,5,54,3,9,0.1595126945136246,0,0,0
2,3,5,55,15,14,0.02133727957388376,0,0,0
2,3,6,56,12,10,0.18092370678747993,66,0,0
2,3,6,57,15,10,0.17832441177262914,0,0,0
2,3,6,58,13,10,0.18772369632290586,0,0,0
2,3,6,59,9,9,0.1960238615438782,0,0,0
2,3,6,60,13,14,0.0021299860498579237,0,0,0
2,3,6,61,14,12,0.13944217958636984,0,0,0
2,3,6,62,13,9,0.19836032364422007,0,0,0
2,3,6,63,5,9,0.1591878469789929,0,0,0
2,3,6,64,3,9,0.1448273618015118,62,0,0
2,3,6,65,6,9,0.1625061113481271,0,0,0
2,3,6,66,12,10,0.07193718515923075,22,0,0
2,4,7,67,3,9,0.11077189192645054,0,0,0
2,4,7,68,6,9,0.007546865900453947,0,0,0
2,4,7,69,9,10,0.053472026389146055,19,0,0
2,4,7,70,8,9,0.04698461671809706,18,0,0
2,4,7,71,11,12,0.16506795423537457,0,0,0
2,4,7,72,9,9,0.19832054478877903,0,0,0
2,4,7,73,13,12,0.030888316189831677,0,0,0
2,4,7,74,12,10,0.15256589554313726,75,0,0
2,4,7,75,9,9,0.13782093478867552,0,0,0
2,4,7,76,13,11,0.06485814593149442,0,0,0
2,4,7,77,6,9,0.1413778203896301,0,0,0
2,4,8,78,8,9,0.04793673941302512,0,0,0
2,4,8,79,3,9,0.05268770351024166,0,0,0
2,4,8,80,11,12,0.1288563552652836,0,0,0
2,4,8,81,13,12,0.08172064882727126,5,0,0
2,4,8,82,14,11,0.13458619976358066,19,0,0
2,4,8,83,9,14,0.024856495797706435,0,0,0
2,4,8,84,15,15,0.006685545069867294,0,0,0
2,4,8,85,10,11,0.1048764384432942,0,0,0
2,4,8,86,4,9,0.03816348131005454,3,0,0
2,4,8,87,14,10,0.10566804779362537,0,0,0
2,4,8,88,8,9,0.013513661794792076,33,0,0
